Year,County FIPS Code,Name,"Poverty Estimate, All Ages","Poverty Percent, All Ages","Poverty Estimate, Age 0-17","Poverty Percent, Age 0-17","Poverty Estimate, Age 5-17 in Families","Poverty Percent, Age 5-17 in Families",Median Household Income
2014,103,Tehama County,"11,358",18.2,"3,956",26.7,"2,703",24.8,"40,782"
2014,105,Trinity County,"2,577",19.9,684,31.7,464,30.8,"34,961"
2014,107,Tulare County,"127,305",28.1,"52,542",36.7,"37,023",36.1,"42,360"
2014,109,Tuolumne County,"7,177",14.3,"1,813",20.5,"1,239",18.9,"49,476"
2014,111,Ventura County,"95,912",11.5,"31,764",15.8,"21,410",14.5,"74,967"
2014,113,Yolo County,"39,493",19.5,"7,788",17.5,"5,304",16.4,"54,509"
2014,115,Yuba County,"15,693",21.6,"5,802",28.6,"3,802",26.6,"41,403"
2015,001,Alameda County,"184,716",11.5,"47,108",13.8,"32,636",13.4,"81,462"
2015,003,Alpine County,210,19.0,75,35.7,49,26.9,"50,882"
2015,005,Amador County,"4,404",13.1,"1,084",19.5,726,17.2,"55,879"
2015,007,Butte County,"47,269",21.4,"10,594",23.8,"7,335",22.6,"45,369"
2015,009,Calaveras County,"5,781",13.0,"1,598",21.2,"1,083",18.6,"52,471"
2015,011,Colusa County,"2,800",13.2,"1,142",19.4,777,18.0,"51,118"
2015,013,Contra Costa County,"114,123",10.2,"32,930",12.7,"22,506",11.6,"83,036"
2015,015,Del Norte County,"5,639",23.3,"1,876",33.8,"1,288",32.2,"38,963"
2015,017,El Dorado County,"16,634",9.1,"4,337",11.6,"3,067",10.4,"75,575"
2015,019,Fresno County,"241,669",25.2,"100,198",36.3,"66,080",33.6,"46,608"
2015,021,Glenn County,"5,105",18.5,"1,905",25.7,"1,260",23.4,"43,584"
2015,023,Humboldt County,"27,616",20.9,"5,974",23.0,"4,216",22.8,"40,739"
2015,025,Imperial County,"41,685",24.3,"15,925",31.4,"11,382",32.1,"39,925"
2015,027,Inyo County,"2,222",12.4,745,19.9,506,19.2,"51,697"
2015,029,Kern County,"185,990",21.9,"79,558",31.3,"53,143",29.2,"51,150"
2015,031,Kings County,"30,117",22.4,"11,665",28.4,"8,191",28.1,"46,440"
2015,033,Lake County,"13,006",20.5,"3,906",30.2,"2,741",30.0,"37,993"
2015,035,Lassen County,"3,957",17.1,"1,017",19.7,681,18.1,"54,670"
2015,037,Los Angeles County,"1,675,802",16.7,"527,528",23.5,"366,512",22.8,"59,045"
2015,039,Madera County,"33,258",22.6,"13,519",32.3,"9,400",31.1,"46,593"
2015,041,Marin County,"19,100",7.5,"4,670",8.8,"3,108",7.7,"99,868"
2015,043,Mariposa County,"2,627",15.2,682,24.1,486,23.2,"44,595"
2015,045,Mendocino County,"17,508",20.3,"5,052",27.3,"3,345",25.2,"43,237"
2015,047,Merced County,"68,026",25.9,"28,377",35.9,"20,979",36.3,"42,879"
2015,049,Modoc County,"1,769",20.3,526,31.1,348,26.8,"38,402"
2015,051,Mono County,"1,531",11.2,459,17.3,322,16.7,"53,992"
2015,053,Monterey County,"63,732",15.3,"24,992",22.3,"17,028",21.5,"60,047"
2015,055,Napa County,"13,960",10.1,"3,659",12.1,"2,482",11.0,"72,683"
2015,057,Nevada County,"12,137",12.4,"2,808",16.4,"1,900",14.8,"57,627"
2015,059,Orange County,"398,428",12.7,"118,384",16.8,"83,331",16.2,"78,002"
2015,061,Placer County,"32,093",8.6,"7,593",9.0,"5,208",8.1,"76,203"
2015,063,Plumas County,"2,503",13.8,696,22.5,471,20.7,"46,813"
2015,065,Riverside County,"377,244",16.2,"136,534",22.6,"96,146",21.5,"57,895"
2015,067,Sacramento County,"250,325",16.9,"81,107",22.7,"56,311",21.8,"58,735"
2015,069,San Benito County,"5,454",9.3,"2,160",14.0,"1,488",13.0,"76,521"
2015,071,San Bernardino County,"394,031",18.9,"153,534",27.3,"108,023",26.4,"53,526"
2015,073,San Diego County,"445,948",13.9,"127,566",17.8,"86,578",17.2,"67,053"
2015,077,San Joaquin County,"124,606",17.5,"46,774",23.7,"33,497",23.1,"53,341"
2015,079,San Luis Obispo County,"38,448",14.4,"7,270",14.6,"5,010",13.8,"61,761"
2015,081,San Mateo County,"63,663",8.4,"15,516",9.7,"10,475",9.1,"101,133"
2015,083,Santa Barbara County,"66,475",15.6,"19,425",20.0,"12,926",18.8,"63,049"
2015,085,Santa Clara County,"156,430",8.3,"38,654",9.0,"26,474",8.5,"102,191"
2015,087,Santa Cruz County,"40,480",15.4,"9,361",17.6,"6,347",16.5,"64,841"
2015,089,Shasta County,"33,556",19.0,"9,970",26.5,"6,592",24.3,"45,943"
2015,091,Sierra County,405,13.8,79,17.4,54,14.5,"47,535"
2015,093,Siskiyou County,"9,725",22.6,"2,718",31.4,"1,860",29.2,"37,447"
2015,095,Solano County,"50,972",12.0,"15,532",15.8,"10,680",14.9,"67,202"
2015,097,Sonoma County,"54,563",11.0,"14,009",14.0,"9,494",12.8,"66,463"
2015,099,Stanislaus County,"103,646",19.5,"38,323",26.6,"26,590",25.3,"51,949"
2015,101,Sutter County,"16,721",17.5,"6,074",24.4,"4,077",22.0,"50,810"
2015,103,Tehama County,"14,073",22.5,"4,752",32.1,"3,244",29.5,"40,292"
2015,105,Trinity County,"2,523",19.7,687,32.1,471,30.9,"37,669"
2015,107,Tulare County,"123,922",27.2,"51,680",36.3,"35,551",34.6,"42,637"
2015,109,Tuolumne County,"7,305",14.5,"1,901",21.6,"1,284",20.0,"53,136"
2015,111,Ventura County,"83,389",9.9,"28,461",14.3,"19,691",13.5,"79,285"
2015,113,Yolo County,"35,877",17.5,"7,598",16.8,"4,928",15.0,"58,766"
2015,115,Yuba County,"15,813",21.6,"6,437",31.7,"4,255",29.6,"46,500"
2016,001,Alameda County,"173,386",10.7,"42,498",12.4,"30,141",12.3,"89,472"
2016,003,Alpine County,199,18.6,65,33.9,43,26.9,"57,481"
2016,005,Amador County,"3,846",11.3,960,16.8,671,16.0,"59,789"
2016,007,Butte County,"43,428",19.5,"10,257",22.9,"7,030",21.7,"45,097"
2016,009,Calaveras County,"5,833",13.1,"1,536",20.4,"1,034",18.2,"57,990"
2016,011,Colusa County,"2,375",11.1,911,15.5,636,14.6,"54,861"
2016,013,Contra Costa County,"97,573",8.7,"26,704",10.3,"19,012",9.8,"90,920"
2016,015,Del Norte County,"5,842",23.7,"1,699",30.0,"1,190",29.5,"39,458"
2016,017,El Dorado County,"16,073",8.7,"3,742",10.0,"2,536",8.8,"75,100"
2016,019,Fresno County,"245,131",25.5,"102,510",37.0,"68,183",34.3,"48,323"
2016,021,Glenn County,"4,632",16.7,"1,707",23.2,"1,216",22.6,"46,141"
2016,023,Humboldt County,"26,632",20.0,"5,570",21.4,"3,909",21.2,"43,164"
2016,025,Imperial County,"40,601",23.6,"16,920",32.9,"11,926",33.0,"43,327"
2016,027,Inyo County,"2,184",12.3,698,18.8,473,18.1,"53,350"
2016,029,Kern County,"190,993",22.4,"79,255",31.1,"53,922",29.3,"49,812"
2016,031,Kings County,"23,247",17.4,"8,657",21.4,"5,920",20.5,"51,320"
2016,033,Lake County,"13,065",20.7,"3,879",29.9,"2,775",29.8,"40,818"
2016,035,Lassen County,"4,085",17.6,"1,008",19.3,707,19.0,"49,793"
2016,037,Los Angeles County,"1,629,450",16.3,"519,545",23.4,"371,712",23.3,"61,308"
2016,039,Madera County,"30,029",20.4,"12,689",30.3,"9,093",30.0,"49,467"
2016,041,Marin County,"19,932",7.8,"4,514",8.5,"2,950",7.3,"103,488"
2016,043,Mariposa County,"3,077",17.9,779,27.6,551,26.9,"51,233"
2016,045,Mendocino County,"16,366",19.0,"4,969",26.8,"3,218",24.2,"45,247"
2016,047,Merced County,"53,417",20.3,"21,400",27.0,"14,151",24.4,"47,442"
2016,049,Modoc County,"1,571",18.4,498,30.2,349,28.1,"42,890"
2016,051,Mono County,"1,583",11.5,395,14.8,270,13.9,"56,574"
2016,053,Monterey County,"53,898",12.9,"21,202",18.9,"14,692",18.3,"62,999"
2016,055,Napa County,"10,958",7.9,"2,884",9.7,"1,914",8.6,"73,112"
2016,057,Nevada County,"10,662",10.9,"2,331",13.7,"1,690",13.2,"60,501"
2016,059,Orange County,"348,173",11.1,"101,693",14.5,"70,027",13.6,"81,642"
2016,061,Placer County,"27,340",7.2,"6,419",7.6,"4,439",6.9,"85,326"
2016,063,Plumas County,"2,312",12.6,708,22.6,491,21.0,"53,646"
2016,065,Riverside County,"359,774",15.3,"126,620",20.9,"88,800",19.8,"59,951"
2016,067,Sacramento County,"243,760",16.3,"82,956",23.1,"55,701",21.5,"59,728"
2016,069,San Benito County,"6,206",10.5,"2,241",14.6,"1,500",13.0,"73,298"
2016,071,San Bernardino County,"369,012",17.6,"145,211",25.7,"102,432",24.9,"56,194"
2016,073,San Diego County,"400,028",12.4,"117,505",16.4,"80,487",15.9,"70,693"
2016,077,San Joaquin County,"105,268",14.6,"37,859",19.1,"26,289",18.0,"59,038"
2016,079,San Luis Obispo County,"29,345",11.0,"5,537",11.1,"3,964",10.9,"69,517"
2016,081,San Mateo County,"50,438",6.6,"12,298",7.7,"8,282",7.2,"107,075"
2016,083,Santa Barbara County,"59,468",13.9,"15,975",16.4,"11,289",16.3,"66,360"
2016,085,Santa Clara County,"175,627",9.3,"44,669",10.4,"30,056",9.7,"110,843"
2016,087,Santa Cruz County,"35,339",13.4,"8,034",15.2,"5,388",14.1,"75,929"
2016,089,Shasta County,"30,359",17.2,"9,251",24.6,"6,031",22.2,"46,663"
2016,091,Sierra County,419,14.4,90,20.4,63,18.9,"48,099"
2016,093,Siskiyou County,"8,109",18.8,"2,362",27.3,"1,640",25.8,"40,875"
2016,095,Solano County,"48,701",11.4,"15,893",16.2,"10,533",14.8,"73,200"
2016,097,Sonoma County,"46,604",9.4,"11,094",11.2,"7,419",10.1,"73,496"
2016,099,Stanislaus County,"77,913",14.5,"27,760",19.1,"19,197",18.1,"54,060"
2016,101,Sutter County,"16,390",17.1,"6,201",24.8,"4,458",24.3,"51,283"
2016,103,Tehama County,"13,060",20.9,"4,299",28.8,"3,019",27.8,"40,585"
2016,105,Trinity County,"2,668",21.3,655,30.9,441,28.5,"38,727"
2016,107,Tulare County,"112,387",24.7,"46,578",32.7,"32,316",31.2,"45,768"
2016,109,Tuolumne County,"7,781",15.4,"1,789",20.4,"1,191",18.7,"50,431"
2016,111,Ventura County,"81,792",9.8,"24,516",12.5,"17,443",12.0,"79,470"
2016,113,Yolo County,"39,303",19.0,"6,903",15.2,"4,955",15.0,"63,645"
2016,115,Yuba County,"12,288",16.6,"4,824",23.8,"3,376",23.6,"46,054"
2017,001,Alameda County,"152,087",9.3,"35,658",10.5,"24,513",10.1,"95,550"
2017,003,Alpine County,202,18.1,67,35.3,45,28.7,"55,755"
2017,005,Amador County,"3,762",10.9,908,15.7,635,15.2,"60,588"
2017,007,Butte County,"40,728",18.1,"10,208",22.6,"6,893",21.2,"48,634"
2017,009,Calaveras County,"5,904",13.1,"1,590",21.1,"1,170",20.9,"58,536"
2017,011,Colusa County,"2,633",12.2,912,15.4,645,14.9,"53,595"
2017,013,Contra Costa County,"103,883",9.1,"29,067",11.2,"19,894",10.3,"95,062"
2017,015,Del Norte County,"6,113",24.6,"1,949",33.9,"1,355",32.5,"39,996"
2017,017,El Dorado County,"15,620",8.3,"3,602",9.6,"2,531",8.8,"78,464"
2017,019,Fresno County,"205,046",21.1,"78,675",28.3,"53,484",26.7,"51,452"
2017,021,Glenn County,"4,111",14.8,"1,528",20.8,"1,057",19.8,"49,979"
2017,023,Humboldt County,"26,262",19.7,"6,347",24.7,"4,169",22.9,"46,123"
2017,025,Imperial County,"35,830",20.7,"14,566",28.1,"9,771",26.7,"43,413"
2017,027,Inyo County,"2,087",11.8,648,17.6,448,17.1,"53,528"
2017,029,Kern County,"182,948",21.2,"74,276",29.0,"50,383",27.2,"49,904"
2017,031,Kings County,"24,810",18.4,"9,951",24.5,"7,080",24.4,"55,076"
2017,033,Lake County,"12,817",20.2,"3,905",30.1,"2,787",29.9,"45,797"
2017,035,Lassen County,"3,790",16.3,940,18.0,648,17.6,"58,776"
2017,037,Los Angeles County,"1,490,853",14.9,"457,665",20.9,"321,855",20.4,"64,912"
2017,039,Madera County,"31,569",21.2,"12,075",28.6,"8,435",27.4,"50,783"
2017,041,Marin County,"20,222",7.9,"4,262",8.2,"2,898",7.3,"112,735"
2017,043,Mariposa County,"2,641",15.2,600,21.2,429,21.0,"52,387"
2017,045,Mendocino County,"14,156",16.3,"4,230",22.8,"2,879",21.6,"50,453"
2017,047,Merced County,"61,297",23.0,"26,862",33.7,"18,552",31.7,"48,036"
2017,049,Modoc County,"1,658",19.2,475,29.7,327,27.3,"40,970"
2017,051,Mono County,"1,313",9.3,329,12.6,225,11.9,"60,318"
2017,053,Monterey County,"49,860",11.9,"18,275",16.2,"13,032",16.1,"70,294"
2017,055,Napa County,"9,301",6.8,"2,521",8.6,"1,766",8.1,"83,881"
2017,057,Nevada County,"10,889",11.0,"2,451",14.4,"1,689",13.4,"64,901"
2017,059,Orange County,"362,109",11.5,"108,596",15.7,"80,717",15.9,"86,031"
2017,061,Placer County,"29,873",7.8,"6,132",7.2,"4,353",6.7,"81,366"
2017,063,Plumas County,"2,640",14.3,680,22.0,460,20.1,"51,756"
2017,065,Riverside County,"309,235",12.9,"98,029",16.2,"71,037",15.8,"63,776"
2017,067,Sacramento County,"213,232",14.1,"65,306",18.2,"42,791",16.4,"62,959"
2017,069,San Benito County,"5,029",8.4,"1,824",11.9,"1,298",11.3,"77,200"
2017,071,San Bernardino County,"339,748",16.0,"129,269",23.0,"90,046",22.0,"60,270"
2017,073,San Diego County,"385,479",11.9,"112,637",15.7,"73,529",14.5,"76,048"
2017,077,San Joaquin County,"113,375",15.5,"43,313",21.6,"29,977",20.3,"60,950"
2017,079,San Luis Obispo County,"31,826",11.9,"6,083",12.3,"4,213",11.6,"70,634"
2017,081,San Mateo County,"48,795",6.4,"11,102",7.0,"7,828",6.9,"115,908"
2017,083,Santa Barbara County,"60,921",14.2,"16,917",17.4,"11,308",16.3,"70,651"
2017,085,Santa Clara County,"142,603",7.5,"34,255",8.1,"24,654",8.0,"118,468"
2017,087,Santa Cruz County,"33,262",12.6,"7,223",13.7,"4,982",13.0,"76,633"
2017,089,Shasta County,"30,155",17.0,"8,635",22.9,"5,649",20.8,"51,207"
2017,091,Sierra County,404,13.7,93,20.2,65,19.9,"49,495"
2017,093,Siskiyou County,"7,679",17.7,"2,238",25.7,"1,531",23.9,"44,013"
2017,095,Solano County,"43,352",10.0,"13,687",14.0,"8,929",12.6,"75,931"
2017,097,Sonoma County,"46,165",9.3,"10,726",10.9,"7,032",9.7,"79,511"
2017,099,Stanislaus County,"75,614",14.0,"27,296",18.6,"19,031",17.8,"58,925"
2017,101,Sutter County,"12,628",13.2,"4,521",18.2,"3,244",17.8,"54,102"
2017,103,Tehama County,"12,718",20.1,"4,363",29.0,"2,878",26.5,"41,819"
2017,105,Trinity County,"2,529",20.3,671,32.1,451,29.2,"40,676"
2017,107,Tulare County,"110,299",24.0,"45,371",31.9,"32,196",30.9,"46,377"
2017,109,Tuolumne County,"6,205",12.2,"1,558",17.5,"1,060",16.4,"58,776"
2017,111,Ventura County,"80,217",9.5,"25,607",13.2,"17,357",12.1,"82,436"
2017,113,Yolo County,"36,761",17.5,"6,447",14.1,"4,459",13.4,"64,900"
2017,115,Yuba County,"11,609",15.3,"4,556",21.9,"3,144",21.3,"53,822"
2018,001,Alameda County,"147,394",9.0,"33,305",9.8,"22,809",9.4,"101,744"
2018,003,Alpine County,190,17.3,66,34.7,44,29.7,"55,384"
2018,005,Amador County,"4,130",11.8,804,13.8,577,13.7,"58,515"
2018,007,Butte County,"42,016",18.5,"9,152",20.1,"5,847",17.9,"50,945"
2018,009,Calaveras County,"5,454",12.1,"1,311",17.5,922,16.7,"62,984"
2018,011,Colusa County,"2,350",11.0,822,14.1,588,13.7,"57,249"
2018,013,Contra Costa County,"88,980",7.8,"23,732",9.2,"15,331",8.0,"101,463"
2018,015,Del Norte County,"5,065",20.4,"1,517",26.6,"1,050",25.3,"48,518"
2018,017,El Dorado County,"15,401",8.1,"3,384",9.0,"2,394",8.3,"81,869"
2018,019,Fresno County,"208,627",21.3,"84,228",30.2,"59,089",29.3,"52,318"
2018,021,Glenn County,"4,271",15.4,"1,373",18.6,963,17.9,"47,365"
2018,023,Humboldt County,"27,002",20.3,"5,953",23.2,"3,644",19.9,"49,471"
2018,025,Imperial County,"37,014",21.4,"15,519",30.2,"11,359",31.0,"46,633"
2018,027,Inyo County,"2,172",12.3,555,15.1,390,14.7,"53,793"
2018,029,Kern County,"177,021",20.5,"70,272",27.4,"49,411",26.5,"51,586"
2018,031,Kings County,"25,481",18.8,"9,426",23.2,"6,565",22.4,"58,255"
2018,033,Lake County,"11,689",18.4,"3,468",26.3,"2,356",25.1,"45,086"
2018,035,Lassen County,"3,653",15.8,811,15.8,558,15.4,"57,705"
2018,037,Los Angeles County,"1,409,155",14.2,"429,467",19.9,"304,157",19.5,"67,986"
2018,039,Madera County,"30,201",20.2,"12,147",28.5,"8,472",27.5,"53,632"
2018,041,Marin County,"16,742",6.6,"3,290",6.4,"2,303",5.8,"122,933"
2018,043,Mariposa County,"2,569",14.9,646,23.2,447,21.9,"51,402"
2018,045,Mendocino County,"15,140",17.5,"4,654",25.5,"2,900",22.1,"51,386"
2018,047,Merced County,"56,863",21.2,"22,723",28.5,"16,177",27.6,"56,169"
2018,049,Modoc County,"1,631",19.1,445,27.2,305,25.5,"45,227"
2018,051,Mono County,"1,312",9.3,301,11.6,212,11.2,"66,499"
2018,053,Monterey County,"55,614",13.3,"21,430",19.2,"15,435",19.0,"69,665"
2018,055,Napa County,"11,829",8.8,"2,528",8.9,"1,863",8.7,"85,624"
2018,057,Nevada County,"10,171",10.3,"2,297",13.7,"1,596",12.8,"66,681"
2018,059,Orange County,"330,559",10.5,"91,498",13.3,"65,187",13.0,"89,373"
2018,061,Placer County,"27,596",7.1,"6,278",7.2,"4,482",6.8,"89,175"
2018,063,Plumas County,"2,317",12.5,610,19.6,427,19.0,"55,079"
2018,065,Riverside County,"307,511",12.7,"103,757",17.1,"73,063",16.3,"66,793"
2018,067,Sacramento County,"217,138",14.3,"73,661",20.5,"53,652",20.6,"69,475"
2018,069,San Benito County,"5,294",8.6,"1,863",11.9,"1,311",11.3,"80,063"
2018,071,San Bernardino County,"317,514",14.9,"120,887",21.4,"83,763",20.5,"63,310"
2018,073,San Diego County,"372,148",11.5,"106,558",14.9,"76,580",15.1,"78,777"
2018,077,San Joaquin County,"105,351",14.3,"41,234",20.5,"30,463",20.5,"63,567"
2018,079,San Luis Obispo County,"34,200",12.7,"5,291",10.8,"3,651",10.1,"70,626"
2018,081,San Mateo County,"51,830",6.8,"10,900",7.0,"7,247",6.4,"122,930"
2018,083,Santa Barbara County,"54,029",12.6,"14,182",14.7,"10,169",14.7,"75,646"
2018,085,Santa Clara County,"139,074",7.3,"29,633",7.1,"21,099",6.9,"125,933"
2018,087,Santa Cruz County,"32,027",12.2,"7,533",14.5,"5,221",13.7,"84,213"
2018,089,Shasta County,"26,919",15.2,"6,838",18.2,"4,487",16.6,"53,908"
2018,091,Sierra County,392,13.3,85,18.0,59,17.8,"52,308"
2018,093,Siskiyou County,"7,396",17.1,"2,099",24.2,"1,510",23.6,"47,560"
2018,095,Solano County,"34,281",7.9,"9,906",10.2,"6,647",9.4,"82,808"
2018,097,Sonoma County,"48,846",9.9,"11,309",11.7,"7,542",10.5,"81,002"
2018,099,Stanislaus County,"84,744",15.6,"31,365",21.4,"21,741",20.3,"59,616"
2018,101,Sutter County,"13,011",13.5,"4,466",18.0,"3,270",18.0,"57,879"
2018,103,Tehama County,"10,749",17.0,"3,649",24.2,"2,525",23.1,"47,572"
2018,105,Trinity County,"2,656",21.6,649,31.3,452,29.6,"40,680"
2018,107,Tulare County,"102,451",22.2,"40,404",28.6,"29,097",27.8,"48,763"
2018,109,Tuolumne County,"6,417",12.5,"1,479",16.5,"1,005",15.3,"56,500"
2018,111,Ventura County,"76,206",9.1,"23,617",12.4,"17,458",12.3,"84,170"
2018,113,Yolo County,"42,311",20.1,"6,967",15.2,"4,888",14.7,"67,804"
2018,115,Yuba County,"13,256",17.2,"4,642",21.8,"3,333",22.1,"47,504"
